datetime,4689
2018-01-04,525
2018-01-05,526
2018-01-09,538
2018-01-10,533
2018-01-11,531
2018-01-12,530
2018-01-15,536
2018-01-16,538
2018-01-17,530
2018-01-18,530
2018-01-19,530
2018-01-22,529
2018-01-23,536
2018-01-24,538
2018-01-25,536
2018-01-26,532
2018-01-29,531
2018-01-30,524
2018-01-31,525
2018-02-01,521
2018-02-02,523
2018-02-05,519
2018-02-06,501
2018-02-07,499
2018-02-08,512
2018-02-09,506
2018-02-13,500
2018-02-14,501
2018-02-15,507
2018-02-16,510
2018-02-19,515
2018-02-20,524
2018-02-21,512
2018-02-22,515
2018-02-23,524
2018-02-26,535
2018-02-27,534
2018-02-28,496
2018-03-01,504
2018-03-02,503
2018-03-05,503
2018-03-06,506
2018-03-07,504
2018-03-08,513
2018-03-09,516
2018-03-12,526
2018-03-13,529
2018-03-14,523
2018-03-15,519
2018-03-16,516
2018-03-19,504
2018-03-20,504
2018-03-22,509
2018-03-23,494
2018-03-26,505
2018-03-27,505
2018-03-28,491
2018-03-29,494
2018-03-30,494
2018-04-02,498
2018-04-03,497
2018-04-04,484
2018-04-05,482
2018-04-06,481
2018-04-09,475
2018-04-10,467
2018-04-11,462
2018-04-12,460
2018-04-13,459
2018-04-16,453
2018-04-17,448
2018-04-18,452
2018-04-19,451
2018-04-20,449
2018-04-23,442
2018-04-24,444
2018-04-25,442
2018-04-26,449
2018-04-27,450
2018-05-01,385
2018-05-02,389
2018-05-07,402
2018-05-08,404
2018-05-09,411
2018-05-10,407
2018-05-11,405
2018-05-14,404
2018-05-15,401
2018-05-16,399
2018-05-17,400
2018-05-18,402
2018-05-21,405
2018-05-22,400
2018-05-23,398
2018-05-24,391
2018-05-25,389
2018-05-28,395
2018-05-29,393
2018-05-30,387
2018-05-31,396
2018-06-01,393
2018-06-04,387
2018-06-05,386
2018-06-06,393
2018-06-07,393
2018-06-08,387
2018-06-11,385
2018-06-12,389
2018-06-13,389
2018-06-14,382
2018-06-15,381
2018-06-18,373
2018-06-19,366
2018-06-20,373
2018-06-21,369
2018-06-22,369
2018-06-25,370
2018-06-26,365
2018-06-27,364
2018-06-28,364
2018-06-29,368
2018-07-02,362
2018-07-03,358
2018-07-04,358
2018-07-05,352
2018-07-06,354
2018-07-09,360
2018-07-10,401
2018-07-11,375
2018-07-12,371
2018-07-13,368
2018-07-17,361
2018-07-18,367
2018-07-19,370
2018-07-20,368
2018-07-23,370
2018-07-24,375
2018-07-25,376
2018-07-26,382
2018-07-27,394
2018-07-30,415
2018-07-31,425
2018-08-01,416
2018-08-02,416
2018-08-03,419
2018-08-06,425
2018-08-07,436
2018-08-08,429
2018-08-09,411
2018-08-10,410
2018-08-13,400
2018-08-14,400
2018-08-15,403
2018-08-16,393
2018-08-17,397
2018-08-20,391
2018-08-21,391
2018-08-22,390
2018-08-23,387
2018-08-24,384
2018-08-27,380
2018-08-28,377
2018-08-29,379
2018-08-30,381
2018-08-31,382
2018-09-03,379
2018-09-04,377
2018-09-05,375
2018-09-06,366
2018-09-07,370
2018-09-10,371
2018-09-11,363
2018-09-12,382
2018-09-13,384
2018-09-14,393
2018-09-18,392
2018-09-19,408
2018-09-20,408
2018-09-21,401
2018-09-25,393
2018-09-26,401
2018-09-27,394
2018-09-28,409
2018-10-01,411
2018-10-02,412
2018-10-03,408
2018-10-04,401
2018-10-05,400
2018-10-09,391
2018-10-10,390
2018-10-11,375
2018-10-12,380
2018-10-15,374
2018-10-16,381
2018-10-17,387
2018-10-18,383
2018-10-19,378
2018-10-22,374
2018-10-23,367
2018-10-24,375
2018-10-25,365
2018-10-26,360
2018-10-29,355
2018-10-30,352
2018-10-31,355
2018-11-01,324
2018-11-02,333
2018-11-05,328
2018-11-06,327
2018-11-07,330
2018-11-08,331
2018-11-09,332
2018-11-12,327
2018-11-13,317
2018-11-14,314
2018-11-15,310
2018-11-16,305
2018-11-19,309
2018-11-20,306
2018-11-21,304
2018-11-22,311
2018-11-26,317
2018-11-27,314
2018-11-28,323
2018-11-29,332
2018-11-30,325
2018-12-03,332
2018-12-04,323
2018-12-05,327
2018-12-06,314
2018-12-07,317
2018-12-10,317
2018-12-11,317
2018-12-12,312
2018-12-13,314
2018-12-14,296
2018-12-17,290
2018-12-18,282
2018-12-19,278
2018-12-20,269
2018-12-21,271
2018-12-25,259
2018-12-26,261
2018-12-27,267
2018-12-28,274
2019-01-04,273
2019-01-07,281
2019-01-08,286
2019-01-09,292
2019-01-10,291
2019-01-11,292
2019-01-15,298
2019-01-16,294
2019-01-17,296
2019-01-18,293
2019-01-21,292
2019-01-22,289
2019-01-23,290
2019-01-24,298
2019-01-25,302
2019-01-28,293
2019-01-29,295
2019-01-30,292
2019-01-31,293
2019-02-01,289
2019-02-04,294
2019-02-05,321
2019-02-06,327
2019-02-07,311
2019-02-08,310
2019-02-12,314
2019-02-13,324
2019-02-14,317
2019-02-15,311
2019-02-18,312
2019-02-19,311
2019-02-20,309
2019-02-21,313
2019-02-22,310
2019-02-25,308
2019-02-26,307
2019-02-27,306
2019-02-28,298
2019-03-01,295
2019-03-04,294
2019-03-05,291
2019-03-06,296
2019-03-07,292
2019-03-08,284
2019-03-11,285
2019-03-12,287
2019-03-13,281
2019-03-14,280
2019-03-15,279
2019-03-18,282
2019-03-19,282
2019-03-20,277
2019-03-22,274
2019-03-25,270
2019-03-26,277
2019-03-27,268
2019-03-28,267
2019-03-29,271
2019-04-01,271
2019-04-02,274
2019-04-03,277
2019-04-04,279
2019-04-05,280
2019-04-08,280
2019-04-09,278
2019-04-10,279
2019-04-11,276
2019-04-12,275
2019-04-15,279
2019-04-16,282
2019-04-17,280
2019-04-18,277
2019-04-19,275
2019-04-22,282
2019-04-23,288
2019-04-24,291
2019-04-25,291
2019-04-26,296
2019-05-07,302
2019-05-08,309
2019-05-09,338
2019-05-10,335
2019-05-13,329
2019-05-14,321
2019-05-15,311
2019-05-16,316
2019-05-17,315
2019-05-20,310
2019-05-21,304
2019-05-22,304
2019-05-23,305
2019-05-24,305
2019-05-27,307
2019-05-28,306
2019-05-29,309
2019-05-30,308
2019-05-31,313
2019-06-03,313
2019-06-04,304
2019-06-05,307
2019-06-06,291
2019-06-07,298
2019-06-10,307
2019-06-11,314
2019-06-12,304
2019-06-13,305
2019-06-14,306
2019-06-17,306
2019-06-18,311
2019-06-19,317
2019-06-20,319
2019-06-21,313
2019-06-24,316
2019-06-25,317
2019-06-26,316
2019-06-27,320
2019-06-28,316
2019-07-01,317
2019-07-02,315
2019-07-03,313
2019-07-04,318
2019-07-05,323
2019-07-08,320
2019-07-09,334
2019-07-10,332
2019-07-11,340
2019-07-12,338
2019-07-16,328
2019-07-17,329
2019-07-18,322
2019-07-19,325
2019-07-22,326
2019-07-23,327
2019-07-24,327
2019-07-25,327
2019-07-26,324
2019-07-29,326
2019-07-30,325
2019-07-31,321
2019-08-01,325
2019-08-02,320
2019-08-05,280
2019-08-06,280
2019-08-07,287
2019-08-08,285
2019-08-09,289
2019-08-13,281
2019-08-14,281
2019-08-15,272
2019-08-16,268
2019-08-19,268
2019-08-20,273
2019-08-21,270
2019-08-22,267
2019-08-23,267
2019-08-26,262
2019-08-27,262
2019-08-28,261
2019-08-29,263
2019-08-30,266
2019-09-02,267
2019-09-03,275
2019-09-04,281
2019-09-05,286
2019-09-06,284
2019-09-09,290
2019-09-10,289
2019-09-11,298
2019-09-12,305
2019-09-13,320
2019-09-17,318
2019-09-18,314
2019-09-19,314
2019-09-20,315
2019-09-24,311
2019-09-25,305
2019-09-26,305
2019-09-27,303
2019-09-30,304
2019-10-01,312
2019-10-02,310
2019-10-03,312
2019-10-04,322
2019-10-07,319
2019-10-08,318
2019-10-09,316
2019-10-10,319
2019-10-11,321
2019-10-15,333
2019-10-16,333
2019-10-17,331
2019-10-18,332
2019-10-21,333
2019-10-23,331
2019-10-24,334
2019-10-25,329
2019-10-28,329
2019-10-29,333
2019-10-30,331
2019-10-31,334
2019-11-01,330
2019-11-05,384
2019-11-06,365
2019-11-07,372
2019-11-08,372
2019-11-11,375
2019-11-12,389
2019-11-13,384
2019-11-14,449
2019-11-15,417
2019-11-18,422
2019-11-19,388
2019-11-20,383
2019-11-21,380
2019-11-22,395
2019-11-25,392
2019-11-26,383
2019-11-27,371
2019-11-28,377
2019-11-29,377
2019-12-02,383
2019-12-03,380
2019-12-04,375
2019-12-05,380
2019-12-06,379
2019-12-09,377
2019-12-10,376
2019-12-11,387
2019-12-12,387
2019-12-13,401
2019-12-16,414
2019-12-17,418
2019-12-18,421
2019-12-19,429
2019-12-20,434
2019-12-23,446
2019-12-24,447
2019-12-25,437
2019-12-26,449
2019-12-27,459
2019-12-30,461
2020-01-06,458
2020-01-07,453
2020-01-08,453
2020-01-09,475
2020-01-10,481
2020-01-14,470
2020-01-15,459
2020-01-16,461
2020-01-17,451
2020-01-20,452
2020-01-21,452
2020-01-22,460
2020-01-23,451
2020-01-24,455
2020-01-27,443
2020-01-28,443
2020-01-29,448
2020-01-30,437
2020-01-31,438
2020-02-03,424
2020-02-04,421
2020-02-05,420
2020-02-06,445
2020-02-07,437
2020-02-10,443
2020-02-12,450
2020-02-13,453
2020-02-14,452
2020-02-17,449
2020-02-18,434
2020-02-19,430
2020-02-20,423
2020-02-21,442
2020-02-25,434
2020-02-26,427
2020-02-27,411
2020-02-28,393
2020-03-02,414
2020-03-03,413
2020-03-04,399
2020-03-05,395
2020-03-06,394
2020-03-09,369
2020-03-10,376
2020-03-11,362
2020-03-12,353
2020-03-13,343
2020-03-16,328
2020-03-17,329
2020-03-18,319
2020-03-19,291
2020-03-23,292
2020-03-24,333
2020-03-25,344
2020-03-26,326
2020-03-27,345
2020-03-30,345
2020-03-31,348
2020-04-01,330
2020-04-02,323
2020-04-03,311
2020-04-06,347
2020-04-07,355
2020-04-08,364
2020-04-09,363
2020-04-10,372
2020-04-13,360
2020-04-14,371
2020-04-15,367
2020-04-16,368
2020-04-17,386
2020-04-20,393
2020-04-21,383
2020-04-22,382
2020-04-23,391
2020-04-24,406
2020-04-27,415
2020-04-28,405
2020-04-30,419
2020-05-01,426
2020-05-07,441
2020-05-08,435
2020-05-11,437
2020-05-12,438
2020-05-13,443
2020-05-14,439
2020-05-15,435
2020-05-18,430
2020-05-19,437
2020-05-20,443
2020-05-21,446
2020-05-22,439
2020-05-25,449
2020-05-26,462
2020-05-27,452
2020-05-28,449
2020-05-29,440
2020-06-01,448
2020-06-02,460
2020-06-03,457
2020-06-04,463
2020-06-05,444
2020-06-08,445
2020-06-09,453
2020-06-10,453
2020-06-11,442
2020-06-12,461
2020-06-15,440
2020-06-16,463
2020-06-17,489
2020-06-18,503
2020-06-19,512
2020-06-22,539
2020-06-23,550
2020-06-24,540
2020-06-25,540
2020-06-26,536
2020-06-29,524
2020-06-30,526
2020-07-01,507
2020-07-02,515
2020-07-03,522
2020-07-06,533
2020-07-07,539
2020-07-08,540
2020-07-09,540
2020-07-10,532
2020-07-13,535
2020-07-14,519
2020-07-15,536
2020-07-16,512
2020-07-17,508
2020-07-20,501
2020-07-21,528
2020-07-22,522
2020-07-27,532
2020-07-28,527
2020-07-30,528
2020-07-31,557
2020-08-03,657
2020-08-04,636
2020-08-06,645
2020-08-07,650
2020-08-11,626
2020-08-12,631
2020-08-14,650
2020-08-17,654
2020-08-18,668
2020-08-19,685
2020-08-21,674
2020-08-24,692
2020-08-25,691
2020-08-26,701
2020-08-27,723
2020-08-28,691
2020-08-31,705
2020-09-01,690
2020-09-02,701
2020-09-03,699
2020-09-04,678
2020-09-07,658
2020-09-08,658
2020-09-09,637
2020-09-10,634
2020-09-11,652
2020-09-14,660
2020-09-15,660
2020-09-16,667
2020-09-17,675
2020-09-18,680
2020-09-23,690
2020-09-24,659
2020-09-25,665
2020-09-28,698
2020-09-29,710
2020-09-30,699
